stop_name,latitude,longitude
Shaheed-e-Millat,24.8336226,67.0809928
Shaheed-e-Millat Chowrangi,,
Shaheed-e-Millat Road,24.8819785,67.0613975
Shaheed-e-millat Road,24.8819785,67.0613975
Shaheen Complex,24.8508147,67.0195102
Shahra- e-Faisal,24.8838184,67.1163915
Shahra- e-Quaiden,,
Shahra-e- Faisal,24.8838184,67.1163915
Shahra-e- Quaideen,,
Shahra-e-Faisal,24.8838184,67.1163915
Shahra-e-Firdousi,,
Shahra-e-Ghalib Chowrangi,,
Shahra-e-Humayun,,
Shahra-e-Iraq,,
Shahra-e-Jam Sadiq Ali,,
Shahra-e-Jehangir,,
Shahra-e-Kamal Attaturk,,
Shahra-e-Liaquat,,
Shahra-e-Pakistan,24.8838184,67.1163915
Shahra-e-Quaideen,,
Shahra-e-Quaiden,,
Shahra-e-Quiadeen,,
Shahra-e-Rasisal,,
Shahra-e-Soori,,
Shahrah Pakistan,24.8528564,67.0176726
Shahrah-e- Faisal,24.8700183,67.0878386
Shahrah-e- Iraq,,
Shahrah-e- Qaideen,24.8722487,67.0425178
Shahrah-e- Quaideen,24.8702752,67.0485639
Shahrah-e- Quaidin,,
Shahrah-e-Daruuloom,,
Shahrah-e-Failsal,,
Shahrah-e-Faisal,24.8700183,67.0878386
Shahrah-e-Galib,,
Shahrah-e-Humayu,,
Shahrah-e-Iraq,,
Shahrah-e-Jamm Sadiq Ali,,
Shahrah-e-Liaquat,24.8599778,67.024847
Shahrah-e-Millat Road,,
Shahrah-e-Qu,,
Shahrah-e-Quaideen,24.8702752,67.0485639
Shahrah-e-Wali Ullah Road,,
Shahrah-e-iraq,,
Shahrah-e-liaquat,24.8599778,67.024847
Shahrah-e-qaideen,24.8722487,67.0425178
Shahrah-e-shershah soori Road,,
Shara-e-Faisal,,
Sharafa Goth,,
Sharafi Goth,24.8530492,67.187944
Shareefa Goth,,
Sharshah,24.8889958,66.9824542
Sheed-e-Millat Road,,
Sheeri jinnah College,,
Sher Shah,24.8843625,66.9872422
Sher Shah Chowrangi,,
Sherpao Colony,24.8356622,67.2094289
Shershah,24.8848987,66.9975502
Shershah Chowrangi,,
Shidi Village,,
Shipowner College,24.9488618,67.0409069
Shireen Jinnah Colony,24.8173568,66.9957814
Shireen jinnah Colony,24.8173568,66.9957814
Shirin Jinnah Colony,,
Shirin jinnah Colony,,
Sho Market,24.9103736,67.0511764
Shoe Market,24.872303,67.0180107
Shorab Goth,,
Siddiq Market,24.864654,67.0047744
Siddiq Wahab Road,24.8645678,67.0047871
Siemens Chowrangi,24.9030999,67.0025873
Sindh Goverment Hospital,24.8757888,67.0479543
Sindh Hotal,,
Sindhi Hotel,24.9045237,67.0963339
Sindhi Hotel New Karachi,,
Sindhi Muslim Society,24.9784878,67.1196603
Sindhi hotel,24.9045237,67.0963339
Sinfer Chowrangi,,
Singer Area Road No. 13000,,
Singer Chowrangi,24.8507452,67.1812931
Sir Syed Town,24.9701789,67.0581855
Sir syed Town,24.9701789,67.0581855
Site,24.9424413,67.1403632
Site Police Station,24.9068299,66.9968733
Site Thana,,
Soceity,24.8265519,67.1175814
Social Security Hospital,24.9479138,67.0059951
Society,24.9670243,67.1219726
Society Graveyard,24.850698,67.2436393
Society Office,24.9649857,67.1431899
Society Office Goro Mandir,,
Society Qabristan,,
Society Qabrustan,,
Society office,24.9649857,67.1431899
Sohrab Goth,24.9505443,67.0897399
Sohrab goth,24.9505443,67.0897399
Soldier Bazar,24.8766471,67.0311682
South Napier Road,,
Spencer Hospital,24.862769,67.0023813
Spensor Eye Hospital,,
St. Patrick High School,24.8631455,67.0348298
Stadium,24.8952212,67.0816725
Stadium Road,24.8923257,67.0823986
Star Centre,24.9524979,67.0477688
Star Gate,24.8870129,67.1557701
State Bank,24.8488457,66.9995595
State Bank Quarters,,
Station,24.8501778,67.2124833
Statte Bank,,
Steel Town,24.8691966,67.3381208
Stop No 4,24.9104807,67.2245414
Street 26,24.797467,67.0505058
Stretchen Road,,
Studium,,
Subzi mandi,24.998698,67.1584939
Sufari Park,,
Sui Gas Terminus,,
Sujani Town,,
Sultan Masjid,24.8457765,67.0713592
Sultanabad,24.8418221,67.0185108
Sultanabad Chowrang,,
Sumdani Hospital,,
Sunset Blvd,24.8300592,67.0537547
Sunset Boulevard,24.8304877,67.0558657
Sunset Bulevard,,
Sunset Bulivard,,
Sunset Bulyard,,
Sunset blvd,24.8304877,67.0558657
Super Highway,24.9848011,67.237952
Super Market,24.9043845,67.0478953
Super Market (Near Maymar Flats),,
Surjani,25.0332889,67.0610676
Surjani Chowrangi,25.0061761,67.0641277
Surjani K.D.A Office,,
Surjani Roundabout,,
Surjani Sector 4,25.0253824,67.0649138
Surjani Sector 5-D,25.0374455,67.062956
Surjani Sector 7,25.0253824,67.0649138
Surjani Town,25.0770299,67.073576
Surjani Town No. 1,25.0278591,67.0552094
Surjani Town No. 2,25.0278591,67.0552094
Surjani Town No. 3,25.0190981,67.0696193
Surjani Town No. 4,25.0078575,67.0577811
Surjani Town No. 5,25.0190981,67.0696193
Surjani Town No. 6,25.0278591,67.0552094
Surjani Town Sector 10,25.0462666,67.0680607
Surjani Town Sector 10-V,25.0462666,67.0680607
Surjani Town Sector 11,25.0456025,67.0568894
Surjani Town Sector 5-A/2,25.0225104,67.0554431
Surjani Town Sector 5-A/3,25.0225104,67.0554431
Surjani Town Sector 5-A/4,25.0225104,67.0554431
Surjani Town Sector 7,25.0327889,67.0689682
Surjani Town Sector 7-D,25.0366138,67.0717815
Surjani Town Sector 8,25.0330519,67.0804686
Surjani Town Sector 9,25.0465146,67.0778819
Swana City,,
Swat Colony,24.9122576,66.9578909
Sweeper Colony,,
T&T Department,24.8647811,67.020555
T.V Station,,
Tahir Saifuddin Road,,
Taj Hotel,24.9257338,67.0638133
Taj Mahal Hotel,,
Taj Silk Mill,,
Taj hotel,24.9257338,67.0638133
Talpur Road,24.8797795,67.0245053
Tanki,24.8982949,67.0179347
Tanki No. 4,24.8982949,67.0179347
Tanver Mahal Cinema,,
Tarachand Road,24.821682,66.9843499
Tariq,24.8238647,67.0377091
Tariq Road,24.8655388,67.0560745
Tariq Road Chowrangi,,
Tasweer Mahal,,
Tasweer mahal,,
Teen Hati,,
Teen Hatti,24.8932027,67.0438165
Teen Talwar,24.8338179,67.033666
Teen hatti,24.8932027,67.0438165
Telephone Exchange,24.8719004,67.3596871
Terminal Building,24.8350316,66.9737938
Terminal No. 4,24.8794368,67.3042046
Thal Ram Khimchand Road,,
Thana ajmer nagri,,
Thorani goth,,
Tibbet Centre,,
Tibet Building,,
Tibet Centre,24.862842,67.0219172
Tibet Market,24.862842,67.0219172
Tin Hatti,,
Tinhatti,,
Tokyo Terrace Plaza,,
Tooba Masjid,24.8432788,67.0541319
Tool Factory,24.8394175,67.2532666
Torri Chowk Sector II,,
Tower,24.8487556,66.9966678
Tower Keamari,24.8476897,66.9901492
Town Chowrangi,24.8427736,67.1331305
Traffic Police Kiask,,
Trauma Centre,24.8602731,67.0111174
Two Minites stop,,
Two Minute Chowrangi,24.999951,67.0647097
Two Minutes Chowrangi,,
Two Talwar,,
Two minites stop,,
Two minutes stop,,
U.P Mour,,
U.P Soceity,,
U.P Society,24.8370623,67.1699979
U.P Society. U.P Mour,,
U.P mor,,
U.P society,24.8370623,67.1699979
United Printing,,
University,24.923854,67.062084
University Road,24.9391194,67.1565359
Univesity,,
Up More,,
Urdu Chowk,24.8480645,67.1976662
Urdu College,24.9130813,67.0912676
Urdu Science Collage,,
Urdu Science College,,
Valika,24.9033098,66.9919873
Valika Hospital,24.9272234,67.0155671
Valika Mill,,
Valika Mills,,
Valika hospital,24.9272234,67.0155671
Valika mills,,
Valika stop,,
Valikaa mills,,
W.F Mour,,
Wahadat Colony,,
Walika Hospital,,
Washail Bagh,,
Water Pump,24.874899,67.1673
Wazir Mansion,24.850975,66.9975314
Wazir mansion,24.850975,66.9975314
Wellington Street,24.8588422,67.0316405
Wellington street,24.8588422,67.0316405
West Warf,24.849762,66.9832041
West Wharaf Road,,
West Wharf,24.8467111,66.9838167
West Wharf Road,24.8491523,66.9818869
West wharf,24.8467111,66.9838167
Willayat Ali shah,,
Wood Street,24.8472725,67.0024408
Wood street,24.8472725,67.0024408
Yaqoobabad,24.9707991,66.9735874
Yasinabad,24.9202282,67.0759779
Yasinabad Alliaabad,,
Yosuf Goth,,
Yousuf goth,24.8602104,67.258722
Z.M.C stop,,
Zafar House,24.8255563,67.1718219
Zam Zam Chowk,24.865663,67.0186304
Zam zam Chowk No 4,,
Zero Mile,,
Zia Chowk,,
Zia Colony,24.9176941,67.079836
Zia-ul-Haq Colony,24.9209167,67.0810916
Ziauddin Hospital,24.8175605,67.0074173
Ziauddin Road,24.8520382,67.0186126
Ziaudin Ahmed Road,,
Ziaul Haq Colony,,
ddabad,,
frere Road,24.857678,67.0312036
gulshan-e-bihar,24.8875579,67.0503208
habib bank,24.8538917,67.003892
hyderi,24.9390175,66.9946574
jail Road,24.8927806,67.0543393
karimabad,24.9195535,67.0556807
labour Square,24.9043422,66.9835094
lucky star,24.8380156,67.1729025
naiabadi,,
nishter Road,24.8885837,67.0330235
orangi No 1,24.9461056,67.0128813
shah faisal Chowk,,
shershah,24.8848987,66.9975502
statin,,
