route_id,stop_name,stop_order
50-C,Drigh Road,11
50-C,statin,12
50-C,Rashid minhas Road,13
50-C,National cement Ffactory,14
50-C,Naval Colony,15
50-C,National Stadium,16
50-C,Agha Khan Hospital,17
50-C,New Town Police Station,18
50-C,Guru Mandir,19
50-C,Numaish,20
50-C,Bander Road,21
50-C,Tower,22
51,Pir Sahib Goth,1
51,Saleh Mohammad Goth,2
51,Landhi,3
51,Malir City,4
51,National Highway,5
51,Dalimia Cement Factory,6
51,Jail Road,7
51,Martin Road,8
51,Teen Hatti,9
51,Lasbela,10
51,Lawrence Road,11
51,Haji Camp Road,12
51,Moach Goth,13
51-A,Shidi Village,1
51-A,Peer sarhandi Village,2
51-A,Lashari Village,3
51-A,Meesa Goth,4
51-A,Model Village,5
51-A,Chaukandi,6
51-A,National Highway,7
51-A,Qauidabad,8
51-A,Malir City,9
51-A,National Stadium Road,10
51-A,Garden,11
51-A,Lea Market,12
52-A,Labour Square,1
52-A,Gul Mohammad Chowrangi,2
52-A,Metropolitan Steel Corporation,3
52-A,Qazafi Town,4
52-A,Quaidabad,5
52-A,Landhi,6
52-A,Malir City,7
52-A,Drigh Road,8
52-A,Jail Road,9
52-A,Nishter Road,10
52-A,Lee Market,11
52-A,Agha Khan Jamat Khana,12
52-A,G.Allana Road,13
52-A,Kheja Jamat Khana,14
52-A,Dockyard,15
52-A,Fisheries,16
53,Kenker,1
53,Bukhari Bijari Bhatti,2
53,Haji Jikhria,3
53,Malir Cantt,4
53,University Road,5
53,Jail Road,6
53,Teen Hatti,7
53,Lawrence Road,8
53,Haji Camp Road,9
53,Lee Market,10
53-A,Lee Market,1
53-A,Manghopir Road,2
53-A,Banaras Colony,3
53-A,New Karahci Saindad Goth,4
53-A,Razi B.B Member Goth,5
53-A,Angara Goth,6
53-A,Geram-ka-Goth,7
53-A,New Kenker,8
53-A,Gadap Goth,9
53-B,Washail Bagh,1
53-B,Gadap,2
53-B,Muderwah,3
53-B,Kenker,4
53-B,Bakhari Bijara Bhatti,5
53-B,Haji Jikhria,6
53-B,Malir Cantt,7
53-B,University,8
53-B,Jail Road,9
53-B,Teen Hatti,10
53-B,Lawrence Road,11
53-B,Haji Camp Road,12
53-B,Lee Market,13
54,Kathere,1
54,National Highway,2
54,Dalimia Cement Factory Road,3
54,Jail Road,4
54,Martin Road,5
54,Lawrence Road,6
54,Haji Camp Road,7
54,Moach Goth,8
54-A,Moria Faqir Goth,1
54-A,Mohammad Murad Gokhia Goth,2
54-A,Kathere,3
54-A,National Highway,4
54-A,Dalimia Cement Factory Road,5
54-A,jail Road,6
54-A,Martin Road,7
54-A,Lawrence Road,8
54-A,Haji camp Road,9
54-A,Lee Market,10
55,Malir City,1
55,National Highway,2
55,Dalimia Cement Factory Road,3
55,Jial Road,4
55,Martin Road,5
55,Lawrence Road,6
55,Haji camp Road,7
55,Lee Market,8
55-A,Darsana Chana,1
55-A,Malir City,2
55-A,National Highway,3
55-A,Dalimia Cement Factory Road,4
55-A,Jial Road,5
55-A,Martin Road,6
55-A,Lawrence Road,7
55-A,Napier Road,8
55-A,Marriet Road,9
55-A,South Napier Road,10
55-B,Darsana Chana,1
55-B,Malir City,2
55-B,National Highway,3
55-B,Dalimia Cement Factory Road,4
55-B,Jial Road,5
55-B,Martin Road,6
55-B,Lawrence Road,7
55-B,Haji Camp Road,8
55-B,Lee Market,9
56,Hub River Road,1
56,Baldia Colony,2
56,Shershah,3
56,Chakiwara,4
57,Naval Colony,1
57,Mauripur Village,2
57,Dhobi Ghat,3
57,Pir Bokhari,4
57,Shershah,5
57,Chakiwara,6
57,Lee Market,7
57-A,Naval Colony,1
57-A,Mauripur,2
57-A,Gulbai,3
57-A,Agra Taj Colony,4
57-A,Wazir Mansion,5
57-A,Kharadar,6
57-A,M.W Tower,7
57-A,Ghas Bunder,8
57-A,Post Office,9
57-A,Kearmari,10
57-B,Naval Colony( Hub River Road),1
57-B,Mohajir Camp,2
57-B,Shershah,3
57-B,Miran Naka,4
57-B,Chakiwara,5
57-B,Lee Market,6
57-B,Mohabbat khanji Road,7
57-B,Khoja Jamat Khana,8
57-B,Custom House,9
57-B,Tower,10
58,Bund Murad Khan,1
58,Manghopir,2
58,Banaras Colony,3
58,Valika Mills,4
58,Bara Board,5
58,Rexer Lines,6
58,Dhobi Ghat,7
58,Lee Market,8
58-A,Lee Market,1
58-A,Dhobi Ghat,2
58-A,S.I.T.E,3
58-A,Manghopir,4
58-A,Bund Murad Khan,5
58-A,Long Lehar,6
58-A,Hub Dam Colony,7
59,Gadap,1
59,Manghopir,2
59,Banaras Colony,3
59,Valika Mills,4
59,Bara Board,5
59,Rexer Lines,6
59,Lea Market,7
6,Dastagir Colony,1
6,Azizabad,2
6,Liaquatabad,3
6,Teen Hatti,4
6,Goro Mandir,5
6,M.A Jinnah Road,6
6,Frere Street,7
6,Preedy Street,8
6,Frere Road,9
6,Buns Road,10
6,Tower,11
6-B,Yasinabad Alliaabad,1
6-B,Hussainabad,2
6-B,Karimabad,3
6-B,Liaquatabad No. 10,4
6-B,Petrol Pump,5
6-B,Nazimabad Chowrangi,6
6-B,Golimar,7
6-B,Lasbela,8
6-B,Goro Mandir,9
6-B,M.A Jinnah Road,10
6-B,Saddar,11
6-B,Buns Road,12
6-B,Light House,13
6-B,Tower,14
60,Sindhi Hotel New Karachi,1
60,Manhgopir Road,2
60,Banaras Colony,3
60,Valika Mills,4
60,Bara Board,5
60,Rexer Lines,6
60,Dhobi Ghat,7
60,Faqir Mohammad Durra Khan Road,8
60,Herchandrai Road,9
60,Lee Market,10
7,Gulshan-e-Iqbal 13-D-2,1
7,Samdani Hospital,2
7,Gulshan-e-Iqbal Block 5 Chowrangi,3
7,Rashid Minhas Road,4
7,N.I.P.A,5
7,University Road,6
7,Hassan Square,7
7,Liaquatabad No. 10,8
7,Liaquatabad Post Office,9
7,Teen Hatti,10
7,Goro Mandir,11
7,M.A Jinnah Road,12
7,Frere Street,13
7,Preedy Street,14
7,Ferer Road,15
7,Burns Road,16
7,Bundar Road,17
7,Tower,18
7 Star Flying Coach,Orangi No. 11 1/2,1
7 Star Flying Coach,Orangi No. 5,2
7 Star Flying Coach,Metro Cinema,3
7 Star Flying Coach,Banaras Chowk,4
7 Star Flying Coach,Habib Bank,5
7 Star Flying Coach,Nazimabad Petrol Pump,6
7 Star Flying Coach,Liaquatabad No. 10,7
7 Star Flying Coach,Hasan Square,8
7 Star Flying Coach,National Stadium,9
7 Star Flying Coach,Karsaz,10
7 Star Flying Coach,Shahrah-e-Faisal,11
7 Star Flying Coach,P.A.F,12
7 Star Flying Coach,Star Gate,13
7 Star Flying Coach,Malir Halt,14
7 Star Flying Coach,Kala Board,15
7 Star Flying Coach,Lal Masjid,16
7 Star Flying Coach,Saudabad,17
7 Star Flying Coach,Khokhrapar,18
7-A,Liaquatabad Post Office,1
7-A,Liaquatabad No. 10,2
7-A,Nazimabad,3
7-A,Petrol Pump Chowrangi,4
7-A,Lasbela,5
7-A,Lawrence Road,6
7-A,Garden Road,7
7-A,Bandar Road,8
7-A,Tower,9
7-B,Liaquatabad Post Office,1
7-B,Liaquatabad No. 10,2
7-B,Nazimabad,3
7-B,Petrol Pump Chowrangi,4
7-B,Lasbela,5
7-B,Lawrence Road,6
7-B,Britte Road,7
7-B,Soldier Bazar,8
7-B,Garden Road,9
7-B,Napier Road,10
7-B,Bandar Road,11
7-B,Tower,12
7-B,Keamari,13
7-C,Dockyard,1
7-C,M.W Tower,2
7-C,Lee Market,3
7-C,Chakiwra,4
7-C,Miran Naka,5
7-C,Shershah,6
7-C,Taj Silk Mill,7
7-C,Habib Bank,8
7-C,Bara Board,9
7-C,Muslim League Quarters,10
7-C,Nazimabad Chowrangi,11
7-C,Liaquatabad Post Office,12
7-C,Liaquatabad No. 10,13
7-C,Karimabad,14
7-C,Imam Bara,15
7-C,Hussaini Sajjadia,16
7-C,Saifee Technology College,17
7-C,Bufferzone,18
7-D,Mohajir Camp,1
7-D,Labour Square,2
7-D,Ghani Chowrangi,3
7-D,Mills Area,4
7-D,Habbib Bank,5
7-D,Garden,6
7-D,Garden Road,7
7-D,Bandar Road,8
7-D,Preedy Street,9
7-D,Regal,10
7-D,Frere Road,11
7-D,Court Road,12
7-D,Shaheed Complex,13
7-D,P.I.D.C House,14
7-D,M.T Khan Road,15
7-D,Sultanabad,16
7-F,Gulshan-e-Iqbal,1
7-F,Anglo Orient School,2
7-F,Hassan Square,3
7-F,Gharibabad,4
7-F,Liaquatabad No. 10,5
7-F,Liaquatabad Post Office,6
7-F,Bara Board,7
7-F,Old Golimar,8
7-F,Garden,9
7-F,Ranchore Lane,10
7-F,Jubilee Cinema,11
7-F,West Wharf,12
7-G,Liaquatabad No. 10,1
7-G,Petrol Pump,2
7-G,Nazimabad,3
7-G,Valika Mills,4
7-G,Bara Board,5
7-G,Bismillah Hotel,6
7-G,Bakrapidi,7
7-G,Chakiwara,8
7-G,Lee Market,9
7-G,Moosa Lane,10
7-G,Baghdadi,11
7-G,Kharadar,12
7-G,Tower,13
7-H,Keamari,1
7-H,Tower,2
7-H,Bolton Market,3
7-H,Eidgah,4
7-H,Ranchore Lane,5
7-H,Garden,6
7-H,Lasbella,7
7-H,Postoffice,8
7-H,Sindhi Hotel,9
7-H,New Town,10
7-H,Civic Centre,11
7-H,N.I.P.A,12
7-H,University Road,13
7-H,Safora Goth,14
7-H,Tokyo Terrace Plaza,15
8,P.I.B Colony,1
8,Hyderabad Colony,2
8,Goro Mandir,3
8,M.A Jinnah Road,4
8,Bandar Road,5
8,Tower,6
8-A,P.I.B Colony,1
8-A,Hyderabad Colony,2
8-A,Goro Mandir,3
8-A,M.A Jinnah Road,4
8-A,Frere Street,5
8-A,Preedy Street,6
8-A,Frere Road,7
8-A,Ingle Road,8
8-A,Mcleod Road,9
8-A,Napier Road,10
8-A,Keamari,11
8-B,P.I.B Colony,1
8-B,Hyderabad Colony,2
8-B,Goro Mandir,3
8-B,Soldier Bazar,4
8-B,Lilly Road,5
8-B,Garden Road,6
8-B,Lawrence Road,7
8-B,Napier Road,8
8-B,Bandar Road,9
8-B,Tower,10
8-B,Dockyard,11
8-C,P.I.B Colony,1
8-C,Hyderabad Colony,2
8-C,Goro Mandir,3
8-C,Soldier Bazar,4
8-C,Lilly Road,5
8-C,Garden Road,6
8-C,Lawrence Road,7
8-C,Napier Road,8
8-C,Bandar Road,9
8-C,Tower,10
8-C,Keamari,11
8-D,Pir Illahi Bux Colony,1
8-D,Martin Road,2
8-D,Teen Hatti,3
8-D,Liaquatabad,4
8-D,Nazimabad Post Office,5
8-D,Shershah,6
8-D,Gulbai,7
8-D,Mauripur Road,8
8-D,Mirza Adam Khan Road,9
8-D,Bihar Colony,10
8-D,Baghdadi,11
8-D,Khadda Memon Society,12
8-D,Tower,13
A-18,Surjani Town,1
A-18,Nai Abadi,2
A-18,Bara Dari,3
A-18,Disco Mour,4
A-18,U.P Mour,5
A-18,Nagan Chowrangi,6
A-18,Power House,7
A-18,Sohrab Goth,8
A-18,Moti Mahal,9
A-18,N.I.P.A,10
A-18,University Road,11
A-18,Safari Park,12
A-18,Karachi University,13
A-18,Safora Goth,14
A-18,Haroon Banglow,15
A-25,Abdullah Gabol Goth,1
A-25,Gulshan-e-Maymar,2
A-25,Al-Asif Square,3
A-25,Sohrab Goth,4
A-25,Water Pump,5
A-25,Aisha Manzil,6
A-25,Karimabad,7
A-25,Liaquatabad No. 10,8
A-25,Nazimabad,9
A-25,Petrol Pump,10
A-25,Habib Bank,11
A-25,Valika Mills,12
A-25,Site Police Station,13
A-25,Rasheedabad,14
A-25,Mohajir Camp No. 7,15
A-25,Mohajir Camp No. 19-D,16
A-25,Rubby Cinema,17
A-25,Baloch Goth,18
A-3,New Sabzi Mandi,1
A-3,Maskan,2
A-3,Gulshan Thana,3
A-3,Gulshan Chowrangi,4
A-3,N.I.P.A,5
A-3,University Road,6
A-3,Hassan Square,7
A-3,Gharibabad,8
A-3,Liaquatabad No. 10,9
A-3,Nazimabad No. 3,10
A-3,Nazimabad No. 4,11
A-3,Petrol Pump,12
A-3,Nazimabad No. 1,13
A-3,Nazimabad No. 2,14
A-3,Habib Bank,15
A-3,Maripur,16
A-3,Scout Colony,17
A-3,Gulshan-e- Maymar,18
A-3,Sohrab Goth,19
A-3,Asif square,20
A-3,New Sabzi Mandi,21
A-4,Fedrel B. Area,1
A-4,Madrassa-e-Anwarul Uloom,2
A-4,Aziz Bhatti Shaheed Road,3
A-4,Hyderi,4
A-4,Board Office,5
A-4,First Chowrangi,6
A-4,Nazimabad Board,7
A-4,Bismillah Hotel,8
A-4,Old Goli Maar,9
A-4,Pak Quarters,10
A-4,Garden,11
A-4,Plaza Cinema,12
A-4,M.A Jinnah Road,13
A-4,Tower,14
Abaseen Coach,Ittehad Town,1
Abaseen Coach,Orangi No. 11 1/2,2
Abaseen Coach,Chisti Nagar,3
Abaseen Coach,Islam Chowk,4
Abaseen Coach,Orangi No. 10,5
Abaseen Coach,Orangi No. 4,6
Abaseen Coach,Metroville,7
Abaseen Coach,SITE,8
Abaseen Coach,Valika Mill,9
Abaseen Coach,Habib Bank,10
Abaseen Coach,Old Golimar,11
Abaseen Coach,Garden,12
Abaseen Coach,Plaza,13
Abaseen Coach,Jama Cloth,14
Abaseen Coach,Tower,15
Abaseen Coach,Keamari,16
Abaseen Coach,Maison Road,17
Abaseen Coach,Shirin Jinnah Colony,18
Abaseen Coach,Clifton,19
Adam Coach,Ittehad Town,1
Adam Coach,Muhammadi Chowk,2
Adam Coach,Orangi No. 10,3
Adam Coach,Orangi No. 5,4
Adam Coach,Banaras Chowk,5
Adam Coach,Habib Bank Chowrangi,6
Adam Coach,Nazimabad,7
Adam Coach,Liaquatabad No. 10,8
Adam Coach,Hassan Square,9
Adam Coach,Karsaz,10
Adam Coach,Shahra-e-Faisal,11
Adam Coach,Malir Halt,12
Adam Coach,Mair 15,13
Adam Coach,Quaidabad,14
Adam Coach,Razakabad,15
Adam Coach,Gulshan-e-Hadeed,16
Agroor Coach,New Sabzi Mandi,1
Agroor Coach,Maymar Town,2
Agroor Coach,Sohrab Goth,3
Agroor Coach,Rashid Minhas Road,4
Agroor Coach,N.I.P.A,5
Agroor Coach,University Road,6
Agroor Coach,Civic Centre,7
Agroor Coach,Sabzi Mandi,8
Agroor Coach,Jail Road,9
Agroor Coach,Teen Hatti,10
Agroor Coach,Lasbella,11
Agroor Coach,Nishter Road,12
Agroor Coach,Garden,13
Agroor Coach,Ramswami,14
Agroor Coach,K.M.C Workshop,15
Agroor Coach,Haji Camp,16
Agroor Coach,Lee Market,17
Agroor Coach,Kharadar,18
Agroor Coach,Jamat Khana,19
Agroor Coach,Mauripur,20
Agroor Coach,Gulba,21
Ailia Coach,Surjani Sector 5-D,1
Ailia Coach,U.P Mour,2
Ailia Coach,Disco Mour,3
Ailia Coach,Qabrustan,4
Ailia Coach,Qalandari Chowk,5
Ailia Coach,Shipowner College,6
Ailia Coach,Paposh Nagar,7
Ailia Coach,Bara Maidan,8
Ailia Coach,Nazimabad,9
Ailia Coach,Petrol Pump,10
Ailia Coach,Liaquatabad,11
Ailia Coach,Sabzi Mandi,12
Ailia Coach,Bahadurabad,13
Ailia Coach,Tariq Road,14
Ailia Coach,Sindhi Muslim Society,15
Ailia Coach,Gora Qabrustan,16
Ailia Coach,Kala Pul,17
Ailia Coach,Defence,18
Ailia Coach,Super Market,19
Ailia Coach,Punjab Colony,20
Ailia Coach,Boat Basin,21
Ailia Coach,Clifton,22
Ailia Coach,Abdullah Shah Ghazi Mazar,23
Ailia Coach,MuBarak Masjid,24
Ailia Coach,Kinara Hotel,25
Al-Hadeed Coach,Bhense Colony,1
Al-Hadeed Coach,Labour Square,2
Al-Hadeed Coach,Hospital Chowrangi,3
Al-Hadeed Coach,Gul Ahmed Mills,4
Al-Hadeed Coach,Dawood Chowrangi,5
Al-Hadeed Coach,Quaidabad,6
Al-Hadeed Coach,Malir,7
Al-Hadeed Coach,Drigh Road,8
Al-Hadeed Coach,Karsaz,9
Al-Hadeed Coach,Agha Khan Hospital,10
Al-Hadeed Coach,New Town,11
Al-Hadeed Coach,Jail Road,12
Al-Hadeed Coach,Teen Hatti,13
Al-Hadeed Coach,Garden,14
Al-Hadeed Coach,Nishter Road,15
Al-Hadeed Coach,Spencer Hospital,16
Al-Hadeed Coach,Lee Market,17
Al-Hadeed Coach,Lyari Hospital,18
Al-Hadeed Coach,Behar Colon,19
Al-Hamd Coach,Surjani Town,1
Al-Hamd Coach,Surjani Sector 4,2
Al-Hamd Coach,Surjani Sector 7,3
Al-Hamd Coach,K.D.A Site Office,4
Al-Hamd Coach,Surjani Roundabout,5
Al-Hamd Coach,North Karachi Sector 5-A,6
Al-Hamd Coach,Bara Dari,7
Al-Hamd Coach,Disco Mour,8
Al-Hamd Coach,U.P Mour,9
Al-Hamd Coach,Nagan Chowrangi,10
Al-Hamd Coach,Sohrab Goth,11
Al-Hamd Coach,Rashid Minhas,12
Al-Hamd Coach,N.I.P.A,13
Al-Hamd Coach,Civic Centre,14
Al-Hamd Coach,Sabzi Mandi,15
Al-Hamd Coach,Shaheed-e-Millat Road,16
Al-Hamd Coach,Tariq,17
Al-Missri Coach,Muzaffarabad Colony,1
Al-Missri Coach,Hospital Chowrangi,2
Al-Missri Coach,Gul Ahmed Mills,3
Al-Missri Coach,Malir No. 15,4
Al-Missri Coach,Shahra-e-Faisal,5
Al-Missri Coach,Karsaz,6
Al-Missri Coach,Stadium,7
Al-Missri Coach,Hassan Square,8
Al-Missri Coach,Liaquatabad No. 10,9
Al-Missri Coach,Nazimabad,10
Al-Missri Coach,Habib Bank,11
Al-Missri Coach,Ghani Chowrangi,12
Al-Missri Coach,Shershah,13
Al-Missri Coach,Mohajir Camp,14
Al-Missri Coach,Mouch Goth,15
Al-Missri Coach,Naval Colony,16
Al-Qadri Coach,Khokhrapar,1
Al-Qadri Coach,Drigh Road,2
Al-Qadri Coach,National Cement,3
Al-Qadri Coach,National Stadium,4
Al-Qadri Coach,Liaquat Medical Hospital,5
Al-Qadri Coach,Jail Road,6
Al-Qadri Coach,Teen Hati,7
Al-Qadri Coach,Lasbella,8
Al-Qadri Coach,Lawrance Road,9
Al-Qadri Coach,Ranchore Lane,10
Al-Qadri Coach,Lee Market,11
Al-Qadri Coach,Kharadar,12
Al-Qadri Coach,Jamat Khana,13
Al-Qadri Coach,Gulbai,14
Al-Qadri Coach,Mauripur,15
Al-Qadri Coach,Naval Colony,16
Al-Qadri Coach,Hawksbay,17
Al-Rehman Coach,Baldia Town,1
Al-Rehman Coach,Shershah,2
Al-Rehman Coach,Panka Hotel,3
Al-Rehman Coach,Miran Naka,4
Al-Rehman Coach,Chakiwara,5
Al-Rehman Coach,Eye Hospital,6
Al-Rehman Coach,Napier Police Station,7
Al-Rehman Coach,Ghas Mandi,8
Al-Rehman Coach,Ranchore Lane,9
Al-Rehman Coach,Garden,10
Al-Rehman Coach,Lasbella,11
Al-Rehman Coach,Jail Road,12
Al-Rehman Coach,Agha Khan Hospital,13
Al-Rehman Coach,Shahra- e-Faisal,14
Al-Rehman Coach,Airport,15
Al-Rehman Coach,Malir City No. 15,16
Al-Rehman Coach,Quaidabad,17
Al-Rehman Coach,Dawood Chowrangi,18
Al-Rehman Coach,Mansehra,19
Arain Coach,Safari Park,1
Arain Coach,Shorab Goth,2
Arain Coach,Water Pump,3
Arain Coach,Gulberg Chowrangi,4
Arain Coach,Sakhi Hassan,5
Arain Coach,Hyderi,6
Arain Coach,Nazimabad,7
Arain Coach,Petrol Pump,8
Arain Coach,Habib Bank,9
Arain Coach,Shershah,10
Arain Coach,Gulbai,11
Arain Coach,Grace Colony,12
Arain Coach,Kannup Colony,13
Askari Coach,Haji Zakria Goth,1
Askari Coach,Asif Market,2
Askari Coach,Malir Cantt,3
Askari Coach,Cantt Bazar,4
Askari Coach,Malir Chowk,5
Askari Coach,Model Colony,6
Askari Coach,Jinnah Avenue,7
Askari Coach,Malir Halt,8
Askari Coach,Shahra-e-Faisal,9
Askari Coach,Drigh Road,10
Askari Coach,Station,11
Askari Coach,Nursery,12
Askari Coach,Gora Qabrustan,13
Askari Coach,Holiday Inn Hotel,14
Askari Coach,Jinnah Hospital,15
Askari Coach,Askari Appartment,16
Askari Coach,Cantt Railway Station,17
Awan Luxury Coach,Ittehad Town,1
Awan Luxury Coach,Raees Amrohi Colony,2
Awan Luxury Coach,Chisti Nagar,3
Awan Luxury Coach,Orangi No. 5,4
Awan Luxury Coach,Banaras Chowk,5
Awan Luxury Coach,Habib Bank,6
Awan Luxury Coach,Bara Board,7
Awan Luxury Coach,Garden,8
Awan Luxury Coach,Jama Cloth,9
Awan Luxury Coach,Mazar Abdullah Shah Ghazi,10
Awan Luxury Coach,Clifton,11
Ayaz Coach,Surjani Town Sector 7,1
Ayaz Coach,U.P Mour,2
Ayaz Coach,Sohrab Goth,3
Ayaz Coach,N.I.P.A,4
Ayaz Coach,Natha Khan Goth,5
Ayaz Coach,Malir Halt,6
Ayaz Coach,Malir City No. 15,7
Ayaz Coach,Quaidabad,8
Ayaz Coach,Dawood Chowrangi,9
Ayaz Coach,Landhi No. 1,10
Ayaz Coach,Landhi No. 2,11
Ayaz Coach,Landhi No. 3,12
Ayaz Coach,Landhi No. 4,13
Ayaz Coach,Landhi No. 5,14
Ayaz Coach,Landhi No. 6,15
Ayaz Coach,Korangi No. 6,16
Ayaz Coach,Korangi No. 5,17
Ayaz Coach,Korangi No.,18
Azmat Coach,Ittehad Towwn,1
Azmat Coach,Orangi No. 11 1/2,2
Azmat Coach,Islam Chowk,3
Azmat Coach,Orangi No. 5,4
Azmat Coach,Banaras Chowk,5
Azmat Coach,Abbasi Hospital,6
Azmat Coach,Nazimabad Petrol Pump,7
Azmat Coach,Liaquatabad No. 10,8
Azmat Coach,Hasan Square,9
Azmat Coach,Karsaz,10
Azmat Coach,Drigh Road,11
Azmat Coach,Malir City,12
Azmat Coach,Quaidabad,13
Azmat Coach,Town Chowrangi,14
Azmat Coach,Hospital Chowrangi,15
Azmat Coach,Labour Square,16
Azmat Coach,Bhense Colo,17
B,Sakhi Hassan,1
B,Hyderi,2
B,North Nazimabad,3
B,Lasbella,4
B,Bridge,5
B,Nazrul Islam Road,6
B,M.W Tower,7
B,West Wharf,8
B,Custom House,9
B-1,Sakhi Hassan,1
B-1,Hyderi,2
B-1,KDA Pump,3
B-1,Hussain D'Silva Town,4
B-1,Paposh Nagar,5
B-1,Nazimabad,6
B-1,Goli Maar,7
B-1,Nishter Road,8
B-1,Garden,9
B-1,M.A Jinnah Road,10
B-1,Custom House,11
B-2,Sir Syed Town,1
B-2,U.P Mour,2
B-2,Nagan Chowrangi,3
B-2,Sakhi Hassan,4
B-2,Hyderi,5
B-2,Board Office,6
B-2,Nazimabad,7
B-2,Petrol Pump,8
B-2,Goli Maar Chowrangi,9
B-2,Lasbella,10
B-2,Goro Mandir,11
B-2,M.A Jinnah Road,12
B-2,Tower,13
B-2,North Karachi Sector 4,14
B-2,North Karachi Sector 5,15
B-2,Peela School,16
B-2,Dockyard,17
B-3,New Sultanabad,1
B-3,Javedan Cement Factory,2
B-3,Mianwali Colony,3
B-3,Nusrat Bhutto Colony,4
B-3,Paposh Nagar,5
B-3,Bara Maidan,6
B-3,Nazimabad No. 2,7
B-3,Petrol Pump,8
B-3,Goro Mandir,9
B-3,Old Exhibition,10
B-3,M.A Jinnah Road,11
B-3,Empress Market,12
B-3,Fleet Club,13
B-3,Jinnah Hospital,14
B-3,Cantt. Station,15
B-3,Khaliq-uz-Zaman Road,16
B-3,Gizri,17
B-3,Saudi Embassy,18
B-3,Khayaban-e-Shamsheer,19
B-3,Khayaban-e-Mafia,20
B-3,Street 26,21
B-3,Khayaban-e-Bahria,22
B-3,Fleet Club,23
B-3,Akhter Colony,24
B-3,Qayyum Abad,25
B-3,Dowwd Pota Road,26
B-3,Empress Market,27
B-3,Seven Day Hospital,28
B-3,M.A.Jinnah Road,29
B-5,Gulberg Chowrangi,1
B-5,Sakhi Hassan Road,2
B-5,Allama Turabi Road,3
B-5,Poeples Colony,4
B-5,Zafar House,5
B-5,Allama Rashid Turabi Chowk 2,6
B-5,Shahra-e-Jehangir,7
B-5,Water Pump,8
B-5,Hyderi,9
B-5,KDA Office,10
B-5,Bank Quarters,11
B-5,Board Office,12
B-5,Nazimabad No. 7,13
B-5,Nazimabad No. 6,14
B-5,Petrol Pump Golimar,15
B-5,Lasbella,16
B-5,Patel Para,17
B-5,Guru Mandir,18
B-5,Old Numaish,19
B-5,M.A.Jinnah Road,20
B-5,Saddar,21
B-5,Empress Market,22
B-5,Frere Road,23
B-5,Buns Road,24
B-5,Jama Colth,25
B-5,Tower,26
B-5,Custom House,27
B-5,Dock Yard,28
Baraq Coach,Allied Bank New Karachi Branch No. 5,1
Baraq Coach,New Karachi Sector 11-J,2
Baraq Coach,Nala,3
Baraq Coach,Godhra Camp,4
Baraq Coach,Power House,5
Baraq Coach,Sohrab Goth,6
Baraq Coach,N.I.P.A,7
Baraq Coach,Drigh Road,8
Baraq Coach,Station,9
Baraq Coach,Shahra-e-Faisal,10
Baraq Coach,Malir,11
Baraq Coach,Quaidabad,12
Baraq Coach,Dawood Chowrangi,13
Baraq Coach,Landhi No. 6,14
Baraq Coach,Landhi No. 5,15
Baraq Coach,Landhi No. 4,16
Baraq Coach,Landhi No. 3,17
Baraq Coach,Landhi No. 1,18
Baraq Coach,Korangi no. 6,19
Baraq Coach,Korangi no. 1,20
Baraq Coach,Nasir Colony,21
Baraq Coach,Chamra Chowrangi,22
Baraq Coach,Korangi Industrial Area,23
Batool Coach,New Karachi,1
Batool Coach,Saba Cinema,2
Batool Coach,Gabol Town,3
Batool Coach,Godhra Camp,4
Batool Coach,Sohrab Goth,5
Batool Coach,Karimabad,6
Batool Coach,Liaquatabad No. 10,7
Batool Coach,Petrol Pump,8
Batool Coach,Nazimabad,9
Batool Coach,Habib Bank,10
Batool Coach,Shershah,11
Batool Coach,Gulbai,12
Batool Coach,Mauripur,13
Batool Coach,Wazir Mansion,14
Batool Coach,ICI Factory,15
Batool Coach,Fisheries,16
Be-Misal Coach,North Karachi Sector 2,1
Be-Misal Coach,North Karachi Sector 3,2
Be-Misal Coach,North Karachi Sector 5-A,3
Be-Misal Coach,North Karachi Sector 5-B,4
Be-Misal Coach,Bara Dari,5
Be-Misal Coach,Disco Mour,6
Be-Misal Coach,Nusrat Bhutto Colony,7
Be-Misal Coach,Abdullah College,8
Be-Misal Coach,Paposh Nagar,9
Be-Misal Coach,Abbasi Sheed Hospital,10
Be-Misal Coach,Nazimabad No. 7,11
Be-Misal Coach,Petrol Pump,12
Be-Misal Coach,Lasbella,13
Be-Misal Coach,Numaish,14
Be-Misal Coach,M.A Jinnah Road,15
Be-Misal Coach,Custom Road,16
Be-Misal Coach,West Wharf,17
Bilal Coach,Ittehad Town,1
Bilal Coach,Fareed Colony,2
Bilal Coach,Mominabad,3
Bilal Coach,Badar Hotel,4
Bilal Coach,Orangi No. 5,5
Bilal Coach,Metro,6
Bilal Coach,Banaras Chowk,7
Bilal Coach,Habib Bank,8
Bilal Coach,Nazimabad,9
Bilal Coach,Petrol Pump,10
Bilal Coach,Liaquatabad No. 10,11
Bilal Coach,Hassan Square,12
Bilal Coach,New Town,13
Bilal Coach,Jail Road,14
Bilal Coach,Shaheed-e-Millat Road,15
Bilal Coach,Baloch Colony,16
Bilal Coach,Jam Sadiq Ali Bridge,17
Bilal Coach,Korangi Industrial Area,18
Bilal Coach,Chamra Chowrangi,19
Bilal Coach,Singer Chowrangi,20
Bilal Coach,Sharafi Goth,21
Bilal Coach,Dawood Chowrangi,22
